"","Group.1","X","young129_old126","young129_old127","young129_old128","young130_old126","young130_old127","young130_old128","young131_old126","young131_old127","young131_old128","std","agg23_meandNASF_1","agg35_meandNASF_1","agg23_meandNASF_2","agg35_meandNASF_2","agg23_meandNASF_3","agg35_meandNASF_3","nonzero_aggdif_minus1by2_23C","nonzero_aggdif_minus1by2_35C","nonzero_aggdif_minus1by3_23C","nonzero_aggdif_minus1by3_35C","nonzero_aggdif_minus2by3_23C","nonzero_aggdif_minus2by3_35C","avg2121","avg3535","avg2135","p_Value","avg_ratio_2135vs21","avg_ratio_2135vs35","threshold","GENENAME","threshold2"
"22","NP_009398",22,60.8971035885891,53.4479084973393,59.3906368847294,58.4332463447095,49.3729703815825,55.4703909644828,69.3414920774079,60.3226527453035,65.1991895929227,5.99037774314546,32099.9982867767,10402.6566586286,35106.8451350777,9598.48270174272,36420.7284034272,9815.78525386408,7.69847424355243,12.0644833315717,10.0387238357385,11.9953575669566,12.4911035940354,8.00276547573938,10.0761005577755,10.6875354580892,59.0972878974518,9.87447651557474e-08,5.86509508897746,5.52955245193803,TRUE,"EFB1","TRUE"
"24","NP_009402",24,32.0314657732037,32.6375579179837,36.9592616171019,32.9666074658553,32.4338734006895,33.5397655400929,34.7797598601027,34.2470257949369,35.3529179343402,1.60458698625439,2292.02113150685,807.647681954338,2585.95630084932,766.056041041096,2621.39965238356,789.571276922374,11.4762115326569,3.53142374718127,10.3694773995908,12.7841319340442,3.88895439387473,10.9357645630974,8.57821444204081,9.0837734147743,33.8831372560341,1.5644780832243e-08,3.9499055992325,3.73007292332115,TRUE,"ERP1","TRUE"
"26","NP_009409",26,80.7064819780264,83.4693936469058,80.8338330240081,83.2369478079985,85.8490001648782,82.6595689669166,83.1175489393392,85.8617726084564,83.244899985321,1.81279665238246,2332.70468314052,1017.94673307843,2449.46763507516,975.633284739216,2569.58971138562,1016.98121850654,3.37387550826018,3.6949585387164,2.99382606592836,9.22114260317326,1.88036980248733,11.1196190719308,2.74935712555862,8.01190673794016,83.2199385690945,5.83868600353763e-15,30.2688718738878,10.3870328613548,TRUE,"ADE1","TRUE"
"28","NP_009434",28,41.3655598702224,37.6512742910269,44.8500893333922,41.3736586115896,38.5289371224755,45.5612961439701,38.1301716033396,34.1080747498458,35.4000997536244,3.94070219805164,1228.44783033833,402.097071865096,1259.55760876017,394.896726921627,1207.04212753533,429.531634513919,2.35913839626608,6.96648830612943,20.3823179556087,11.1232967451059,22.0997306437414,9.40794312876484,14.9470623318721,9.16590939333339,39.6632401643874,0.000108301869100615,2.65358097020926,4.32725640875695,TRUE,"PHO11","TRUE"
"32","NP_009453",32,30.7698277785598,30.0586642189699,30.5406039880203,31.8933813787707,31.3041882651851,30.4145321098224,34.3650414515785,35.992186876996,32.7633204510958,2.01660791734571,9481.31806768624,9822.84599953761,9868.9081215156,9915.72573662385,9590.72640392661,9998.3214501578,5.78125273442783,7.53113437008854,11.4684037521639,5.47933372317826,11.5268643935263,9.75242241425898,9.59217362670601,7.58763016917526,32.0113051687776,5.07445307458698e-08,3.3372316238786,4.21888052725916,TRUE,"ATP1","TRUE"
"34","NP_009460",34,48.4646577580901,46.9299738638501,52.9678282548025,49.3774542248195,47.8427703305794,53.8806247215319,55.0525212886391,53.5178373943991,59.5556917853516,4.11596000784914,6227.42070076923,2384.73919061538,6746.01632384615,2256.16600023077,7449.13107,2412.13573,0.912796466729354,1.53468389424003,6.58786353054904,4.50317049671244,5.67506706381969,6.03785439095246,4.39190902036603,4.02523626063498,51.9543732913404,5.46014548132049e-09,11.8295650138514,12.9071612017985,TRUE,"RPL32","TRUE"
"38","NP_009485",38,128.906471724386,124.975583404032,126.334788490919,133.061691955251,129.130803634897,130.490008721785,134.940950513202,131.010062192848,132.369267279736,3.18444026195959,927.248131190184,2795.50039965031,955.909688631902,2746.73233290552,941.066708104294,2776.5708399546,5.52192581604757,4.81579073974033,7.95308761057036,3.88697855477998,3.34122571918008,2.48841928272439,5.60541304859934,3.7303961924149,130.135514213006,3.06004989413626e-14,23.2160436857591,34.8851723786374,TRUE,"PRS4","TRUE"
"39","NP_009489",39,23.5146295487596,24.2486629588817,24.2994336660429,31.9200621054787,32.4151407584726,32.704866222762,36.1521718608196,36.6472505138135,36.936975978103,5.54465668614965,925.361486735632,2121.82458842529,884.295414762452,2162.90308445977,823.008790103448,2241.0058495977,8.40543255671907,0.741806802596964,12.63754231206,0.784804117283336,4.23210975534095,0.425423543953229,8.42502820804001,0.650678154611176,30.9821326236815,8.0373185946346e-05,3.67739215331235,47.6151418395096,TRUE,"PRX1","TRUE"
"42","NP_009506",42,42.5614898773558,41.6725098235354,41.7123090816767,34.1359077592982,35.3372732653608,35.8276953727116,40.0247475481021,39.7105641777791,40.5184926370495,3.12559109621748,347.618794351919,469.887080208545,378.05523550181,451.8617858063,384.606498049964,468.119510259088,9.95732680524928,4.04700195415923,5.41131552104883,5.64479681199989,6.30037151999569,3.72664255214519,7.22300461543127,4.4728137727681,39.0556655047633,1.95029244839553e-08,5.40712177053363,8.73178886689771,TRUE,"EDE1","TRUE"
"43","NP_009508",43,22.5796839703241,17.1293178845076,19.7403327992446,18.9478026112458,17.5018954313032,18.7191837815778,25.215220067554,18.0802149042728,22.3758688964745,2.74933362011475,858.59596804814,743.925734919037,845.206436940919,817.268936835886,927.803538577681,762.854017501094,6.61217034253215,9.07490190358177,8.43201280804217,3.32667814972496,12.9961926308285,6.42006630308914,9.34679192713426,6.27388211879862,20.0321689273894,0.000229688209511574,2.14321331677823,3.19294633658582,TRUE,"COR1","TRUE"
"45","NP_009512",45,30.2806854151294,39.5731489765934,37.800541529626,34.6053714538069,43.8978350152709,39.5671762244334,39.6359089808219,48.9283725422858,44.5977137514483,5.53191914171063,1396.48052344398,891.866692738589,1348.4575033195,851.673346846473,1357.84658344398,817.345634024896,4.32468603867747,10.9247562597473,9.35522356569244,9.27654260692386,5.04300418475603,4.33065879083751,6.24097126304198,8.17731921916956,39.8763059877129,1.73985449220097e-06,6.38943912846609,4.87645216224816,TRUE,"PRE7","TRUE"
"46","NP_009514",46,66.4772826842881,66.2631912156987,61.2730669912136,70.7383226252273,70.5242311566378,65.3147364038291,73.0272670591455,73.1788916352509,69.1427008358841,3.92656209494844,2995.79773129706,2113.77150683592,3098.64835180207,2095.47120862349,3057.09943253368,2062.19724101036,5.87104206564331,3.11520432901201,8.8766742037398,7.17376721029284,4.54958855828266,7.51304082089286,6.43243494255526,5.93400412006591,68.4377434007972,1.9844615573735e-10,10.6394769650963,11.5331472671841,TRUE,"URA7","TRUE"
"48","NP_009521",48,28.4284519568237,23.4079543940925,27.6972098028869,26.9384874191551,22.9302733451768,25.9706854515033,24.6586058777623,22.22208007476,24.5102935324427,2.18732159195064,1013.70886214698,661.636532685039,1117.10499806824,630.65419847769,1141.53737875328,650.404364233596,1.85118424315051,5.20833059209284,4.38436631781139,2.01464176117117,2.74670702700347,4.95748158534326,2.99408586265513,4.06015131286909,25.1960046505115,1.53883346971368e-08,8.4152578804697,6.20568119484858,TRUE,"HEK2","TRUE"
"49","NP_009523",49,40.559234722738,44.2154943891103,43.485324602238,41.9365757750548,45.5928354414271,44.8626656545549,43.6933846111494,47.3496442775218,46.6194744906495,2.15840583048352,1051.70840964465,1743.26207783113,1085.05911905031,1943.58587516981,1050.3075292673,1912.69453318239,2.87156689299176,3.76620314794202,3.13876144939077,3.21042521840328,3.88866799983858,1.58544047251224,3.29966544740704,2.85402294628585,44.2571815516049,2.37652760772595e-11,13.4126269032466,15.5069466449806,TRUE,"PET9","TRUE"
"51","NP_009529",51,36.622676520604,41.7038455079521,39.7976802558794,38.4998405249822,43.6032075030618,41.6970422509891,42.1606789059038,47.0307017527051,44.5765420133542,3.16518729259563,1830.37964644006,755.446460070175,1863.26721640497,816.444107190059,2167.84874219342,833.046715885965,3.08086710536315,6.24915644927977,15.5884221668784,11.2538540970259,14.3040168889957,6.66044501777052,10.9911020537457,8.05448518802541,41.7435794706035,6.41529547793356e-07,3.79794303305349,5.18265022482922,TRUE,"NCL1","TRUE"
"54","NP_009536",54,48.8202262676239,41.0931699784052,55.2085668698753,37.2408774434405,29.5138211542218,43.6292180456918,33.7890907158177,26.0620344265989,40.177431318069,9.16306383485306,72.5208976212793,46.8003638961368,70.6420728689044,46.188683908803,87.0700049335022,43.9956433844205,11.5793488241834,8.71763041296967,16.9464711299343,19.8073259910953,7.18093643586167,22.3517694001148,11.9022521299931,16.9589086013932,39.5038262466382,0.000641102188353338,3.3190211243375,2.3293849371529,TRUE,"PEP1","TRUE"
"57","NP_009542",57,75.5294223947565,77.779682586248,74.7998788140669,80.842699248785,83.0929594402765,80.1131556680954,83.6953105569659,85.9455707484574,82.9657669762762,3.83283783519257,528.069615367589,174.523927222661,575.77645570224,184.749913051383,695.283657865613,192.258976893281,5.3132768540285,6.97627964141667,8.16588816220936,9.08237177952328,2.85261130818087,4.35635232959815,5.44392544147291,6.80500125017937,80.5293829371031,2.82778311836944e-11,14.792521279519,11.8338527762916,TRUE,"SCT1","TRUE"
"59","NP_009549",59,44.3748169310055,53.3853781380531,66.9287706218272,51.8764199243106,64.408159823859,77.9515523076331,44.5187452269676,61.3001947345957,74.8435872183697,12.2742771150849,4.04586984163533,11.1143313582906,3.69428208709972,9.51172769321937,6.24785251039316,12.9754626834758,11.2206269005188,25.8897252656828,7.91481659654255,37.229009586493,8.7672696518548,19.9853576871979,9.30090438297206,27.7013641797912,59.9541805474024,4.17414943378929e-05,6.44605923023631,2.16430426163417,TRUE,NA,"TRUE"
"60","NP_009551",60,57.2318255532873,53.0935229281877,59.6985478996443,60.2512430232744,56.1129403981748,62.7179653696314,60.6866541448063,56.5483515197066,63.1533764911632,3.31811181103204,34.8403486081027,13.1835699943843,37.4048666586442,13.2320757970317,41.8896959085439,14.8984214737264,3.01941746998714,4.13830262509961,3.45482859151898,2.46672234635697,0.435411121531843,6.60502497145659,2.30321906101265,4.40334998097106,58.8327141475418,8.58290847417586e-11,25.5436901957884,13.3608989523398,TRUE,"UTP20","TRUE"
"61","NP_009552",61,48.5919095322604,38.9896427319785,37.6659488239558,50.4058782177414,40.8036114174596,39.4799175094369,43.0195690310658,33.4173022307839,32.0936083227613,6.1464556363777,23745.9214512879,8596.76487689394,26566.4632588636,9531.09284242424,21356.2256637879,9615.3399294697,4.24525990470642,9.60226680028185,7.75900118816925,10.9259607083045,7.57082533112012,3.58813238866762,6.5250288079986,8.038786632418,40.4963764241604,3.5604851628578e-06,6.20631381343767,5.03762299907933,TRUE,"HTA2","TRUE"
"62","NP_009553",62,72.2921482060058,75.024603281926,72.6620635304685,64.4094416855415,67.1418967614618,64.7793570100042,66.286259617366,67.0164210812938,63.6686425415219,4.12289529113764,3781.59473183206,3151.19538984733,3848.93528503817,3241.2598921374,3941.58366938931,3338.78924305343,7.88270652046426,2.73245507592025,11.188041536989,4.96747857468801,5.48998278506,5.32772471415309,8.18691028083775,4.34255278825378,68.1423148572877,5.35909191255376e-10,8.32332498094932,15.6917643100636,TRUE,"HTB2","TRUE"
"64","NP_009565",64,49.3380299156165,47.4614550121037,48.5500145431637,50.2434748511621,48.4990237588394,49.738667024163,51.8680721483226,50.3985007435748,51.3360046208901,1.41716068104439,54574.731995338,20755.198466676,57567.7905929164,20482.0301319443,58538.6352966028,20518.6648457456,3.28714438065905,3.42728475426101,6.82151928291842,4.00824556521703,7.16700093522649,4.41327861754436,5.75855486626798,3.94960297900747,49.7148047353151,1.59598568636238e-12,8.63320848543627,12.5872916846463,TRUE,"IPP1","TRUE"
"66","NP_009571",66,58.6987405848849,64.821275370919,64.5379591950028,54.7460335063865,60.8685682924206,60.5852521165044,55.7207133532628,61.8432481392969,61.5599319633807,3.48397607775731,219.274216214405,147.672582730318,213.841987169179,154.292732479062,216.269301222781,146.418751842546,3.95270707849839,6.12253478603415,5.75205528524884,5.83921861011789,5.69633539650599,0.561921533261826,5.13369925341774,4.17455830980462,60.3757469468954,1.45030457981962e-10,11.7606708080339,14.4627868306674,TRUE,"MNN2","TRUE"
"67","NP_009573",67,12.4691834896162,12.6710536487438,13.6890062108949,9.56385746137499,9.46124560148156,10.7768632635518,14.258472088702,14.4186498579764,15.4586394682893,2.1733377520106,1838.87499524967,1116.19501498911,2236.56688143355,1228.57018922767,1975.81310940196,1063.50162720893,3.53448793732825,0.591392453192266,2.52145737801181,1.61495636525727,5.64448332979427,1.4796886786538,3.90014288171144,1.22867916570111,12.5296634545145,9.47865785421708e-05,3.21261652060715,10.1976690126139,TRUE,"KAP104","TRUE"
"69","NP_009581",69,64.170561815689,66.0022536293785,62.9320281124525,65.1161369352987,66.1401248848468,62.5044383877495,72.9859674900384,74.0187938761978,70.3707302116134,4.27688525062696,7302.97630086802,5248.54165908223,7297.41778120051,5412.60180386193,7733.32378432234,5346.82788481041,3.81616403869493,6.53966151795836,14.6850445015209,7.20708992139355,13.3010359126505,5.07796265832693,10.6007481509555,6.27490469922628,67.1378928159183,5.29061779032789e-09,6.33331646595784,10.6994282836195,TRUE,"OLA1","TRUE"
"71","NP_009587",71,53.4237565963343,53.9577024193022,51.0014013044556,55.5223276432675,54.6935818714445,49.3580455188351,64.0124884125559,57.757029106703,53.6046797510896,4.21636189488767,9695.71674837569,9483.15825686188,9910.05917513536,9416.44037831575,9486.75396957735,10052.9033799834,11.5840476120388,9.85434822936948,25.4816110786301,12.5758731004783,18.2285721655082,7.23628860963114,18.4314102853924,9.88883664649299,54.8145569582208,5.73097822492283e-07,2.97397519286213,5.54307436938606,TRUE,"RPL4A","TRUE"
"72","NP_009590",72,61.0528557279914,61.5021656862549,62.6322031060614,60.3875887200204,60.8368986782839,61.9669360980904,64.3862908403558,64.8356007986193,65.9656382184258,1.98485486361051,1641.44770913793,786.028319405172,1884.7207116954,779.313400614943,1954.03023043103,743.347356732759,5.65623667062138,6.7594133325323,4.80264645247198,1.82602632311017,3.99870212033532,7.8782914272974,4.81919508114289,5.48791036097996,62.6184642082337,3.86971734161388e-13,12.9935524820845,11.4102563798167,TRUE,"HMT1","TRUE"
"74","NP_009595",74,78.944731798995,81.4689800191737,74.7072957175453,79.0070365657712,81.5312847859499,74.7696004843215,87.5043451668668,90.0285933870455,83.2669090854171,5.19041405585819,1221.55288028939,819.464490639871,1202.39460401929,739.16195366881,1488.90461858521,824.206461237942,1.76214770626238,7.42819787837405,8.98684155007077,9.80239942628685,8.49730860109563,6.76168430162842,6.41543261914293,7.99742720209644,81.2476418901207,6.66517559517814e-10,12.6644057717459,10.1592224395394,TRUE,"ATP3","TRUE"
"77","NP_009605",77,34.5818831158695,39.2664268286369,44.6667730641182,45.2670297403087,35.951883613664,55.3519196885574,37.6088077695434,34.326066405086,47.6936977177921,7.11099618879961,47.4678005802469,59.1409658172839,65.6997068049383,58.5430065753086,66.6423537592593,55.1111163012346,16.1860227218025,13.9996898394122,7.96728507722482,10.0848899482487,8.21873764457769,19.4000360748935,10.790681814535,14.4948719541848,41.6349431048418,4.1405136613285e-05,3.85841634666307,2.87239123163289,TRUE,"REB1","TRUE"
"78","NP_009608",78,90.5202044626137,89.2006985732069,89.4558697547257,90.3783711048144,89.0588652154076,89.3140363969264,87.9964895803396,86.6769836909328,86.9321548724516,1.36938077244348,552.064781538095,848.501903047619,597.407507447619,917.504402380952,594.122431,952.914857238095,1.85579837505308,2.8780069741116,4.16262100557722,2.62800351960838,2.66768967285738,4.15454114523103,2.89536968449589,3.22018387965034,88.8370748501576,3.39472949278334e-16,30.6824635644498,27.587578278233,TRUE,"RFS1","TRUE"
"79","NP_009610",79,75.2829546172694,75.6476057980775,79.1436705550652,71.6992029290597,71.099238414475,75.6556314019508,71.7920141325588,70.498177361496,75.7484426054498,2.90315402264175,449.081222005814,2104.72528203488,509.245800988372,1998.07009284884,518.288487598837,2258.98931125,5.27824152306845,2.60623695466928,7.70634234229262,4.57987117989661,2.52091202272324,6.95149393297624,5.16849862936144,4.71253402251405,74.0629930906002,5.92604961882038e-12,14.3296919283019,15.7161715409938,TRUE,"YRO2","TRUE"
"81","NP_009623",81,7.0100571233262,5.00538895048769,5.95351102977094,5.895374436529,3.89070626369048,4.83882834297374,6.21161640735946,4.20694823452095,5.1550703138042,1.00087172389227,2893.94786114286,2182.13929819048,2963.58420161905,2120.40286228571,2930.84141066667,2298.83462095238,1.1146826867972,2.00466817283852,0.798440715966741,1.05654609355526,0.316241970830463,0.948122079283255,0.743121791198136,1.33644544855901,5.3519445669403,1.90121820247334e-05,7.20197500642708,4.0046113163174,TRUE,"TIP1","TRUE"
"83","NP_009628",83,37.8773671101994,37.8262172392195,39.3179082518654,41.5980971229125,41.8585966698011,43.3590258809382,37.911183973092,37.8600341021121,39.3517251147579,2.10129808797282,3826.63746301869,27542.600589486,4140.08543928598,27033.4828318692,4780.20236413551,27799.4919382243,6.33388851070136,0.799954044529,1.61386857979212,2.34838892555255,6.59252281423904,2.12949065691822,4.84675996824417,1.75927787566659,39.6622394960998,5.18649322252734e-10,8.18324814019378,22.5446133579505,TRUE,"HSP26","TRUE"
"87","NP_009634",87,69.7256672854966,69.6388144326737,69.167694656286,63.3961705256084,63.5432721608214,63.7958122539901,78.3843394154021,78.9593638842162,78.1263934969803,6.50770804791483,3583.42454638695,5684.65676792541,3395.83443881119,5649.79274431235,3459.40007083916,5893.06368214452,8.20630161164395,1.25331689562426,11.3157410999066,3.01804261126962,18.6294507210853,2.71284714046464,12.7171644775453,2.32806888245284,70.5263920123861,7.88605682427984e-08,5.54576392692842,30.2939455717822,TRUE,"ECM33","TRUE"
"88","NP_009635",88,27.4534651599333,32.6855844684637,28.0142466853877,26.4837356987712,31.7158550073016,27.1160535930288,26.9814538279158,31.4355697785284,27.1853454154989,2.4261570635755,1882.05976075,1222.4759221639,1929.70416927905,1202.61335292324,2082.11844741597,1167.49962912759,6.01738614892878,6.14350368883594,10.843931449185,6.847637203951,7.77950476362783,7.07520360176975,8.21360745391388,6.68878149818556,28.7857010705366,1.70869975145155e-07,3.50463559794544,4.30357922116983,TRUE,"RPG1","TRUE"
"89","NP_009636",89,49.0458235643226,49.6125613119987,45.4468714261479,51.5396204557093,52.1063582033853,47.9406683175345,51.0318487238745,51.5985864715506,47.4328965856998,2.26516476757504,361.27490991029,356.714749538259,387.960607662269,360.370853222955,398.141314594987,342.517768890501,3.8001291186352,2.81403869865877,7.2118191210457,6.49821316633343,3.91946173424525,5.18133612476077,4.97713665797539,4.83119599658432,49.5283594511359,3.55482818217218e-11,9.95117531518276,10.251780198144,TRUE,"SEC18","TRUE"
"92","NP_009640",92,13.0363993748785,21.021268178976,21.8960159790839,11.8309051450981,19.9396851281318,20.6905217493035,15.5649900734541,24.1912915086175,24.7442370715076,4.67053551626651,885.481275066667,194.751745601846,887.435579858462,184.822964790974,953.056751097436,173.917306670359,1.47970199018278,10.9665516968276,5.6403676496736,10.3437705453288,5.85306643698481,3.80752931899457,4.3243786922804,8.37261718705033,19.2128126898946,0.000419756771676363,4.44290707568975,2.2947200690855,TRUE,"MIS1","TRUE"
"95","NP_009643",95,29.8762352678563,32.4477389688021,29.2155694363065,29.1312822994004,31.7027860003462,28.4706164678506,37.2073742946703,39.778877995616,36.5467084631205,4.13853607546641,567.396198868922,708.236682580338,566.034108710359,761.041246614165,531.937590715222,742.720259562368,2.66155586912211,2.57150370094576,7.67079088125474,0.660665831549798,8.41574384971065,3.23216953249556,6.2493635333625,2.15477968833037,32.7085765771077,1.5476947895003e-06,5.23390524530882,15.1795456186297,TRUE,"IST2","TRUE"
"96","NP_009645",96,13.5212521402286,24.125860408526,23.1422109674933,15.0165315089269,25.6211397772244,24.6374903361917,18.7484516384285,29.353059906726,28.3694104656932,5.58429532640675,549.852963620155,541.376746767442,555.922383844961,443.731526821705,633.484057162791,481.020788658915,1.60740057276151,10.6046082682975,5.22719949819992,9.62095882726475,3.73192012950158,1.56322742111631,3.52217340015434,7.26293150555952,22.5039341277154,0.000219508021373883,6.38921812501602,3.09846431988095,TRUE,"POL30","TRUE"
"97","NP_009647",97,13.6628647655201,15.5178916339456,16.3274113271773,12.2991168931327,14.1541437615582,14.9636634547899,10.3137725169036,12.1687993853291,12.9783190785609,1.87796680737967,2748.33869720202,2050.69351897071,2944.44745556566,2032.4893804596,3514.69010416162,2063.74639176364,1.60360288518415,2.54196565389572,4.30981518998415,3.77831223696716,2.73512974176135,1.31257469566271,2.88284927230988,2.54428419550853,13.598442535213,4.14567168748781e-06,4.71701474850861,5.34470267088033,TRUE,"NHP6B","TRUE"
"98","NP_009650",98,28.0439048285515,31.3593347234692,28.7694948068172,27.7705263963829,29.162037144536,26.1885315689965,27.9057385362124,39.5548129075756,29.7975834439947,3.91913005009783,1063.87551159315,369.285720976445,1120.5134924454,369.919739477516,1047.69537481585,400.977052616702,5.61216795681014,13.9417742616088,10.0840851616635,4.92253540791209,12.3200804118512,10.665667097962,9.33877784344161,9.84332558916098,29.8391071507262,1.12461664592136e-05,3.19518331530731,3.03140507549437,TRUE,"PHO3","TRUE"
"102","NP_009664",102,32.8211712252521,33.786897675471,32.9580419707468,31.4588884375176,31.5413017148963,30.3347015523901,30.8663455418363,33.2675398054501,32.4386841007258,1.16750801448484,25327.0667516489,16106.9016771277,26819.8518893085,15845.8757252713,26189.0047394681,16249.3480071436,4.98686522625673,3.13863639547966,6.10300621642825,7.23686544552618,4.647267627888,5.18971630051185,5.24571302352433,5.18840604717257,32.1637302249207,5.28033497246643e-12,6.13143152907581,6.19915440936786,TRUE,"PHO88","TRUE"
"105","NP_009670",105,40.9768449514215,43.7694797612574,47.351615311301,39.1688080861015,41.9614428959374,48.335916474761,38.477265082386,40.8252854718184,48.3449141803696,3.89004530919976,199.704051293996,139.427411391304,203.409833830228,138.723274078675,228.31135931677,140.72229252795,5.26680376938612,5.08939290706223,3.93749315850764,9.86764909798367,2.71759685404165,10.5622580295776,3.97396459397847,8.50643334487449,43.2457302461504,1.23553392840376e-08,10.8822635993482,5.08388515995461,TRUE,"CYC8","TRUE"
